epoch,loss,lr,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
43,1.9795283079147339,5e-05,1.9658123254776,7.5037126541137695,2.0663304328918457,2.052501678466797,7.487377643585205
44,1.8697304725646973,5e-05,1.8557746410369873,6.705204010009766,1.8301703929901123,1.8161133527755737,6.6624298095703125
45,1.8441978693008423,5e-05,1.8300225734710693,6.688610553741455,1.9811416864395142,1.9668421745300293,7.584665775299072
46,1.9641518592834473,5e-05,1.9497392177581787,7.25410270690918,1.9123778343200684,1.8978503942489624,6.8683247566223145
47,1.9059345722198486,5e-05,1.891282320022583,6.948139667510986,1.7903012037277222,1.7754905223846436,6.205806255340576
48,1.852584958076477,5e-05,1.8376084566116333,6.741053104400635,2.1146719455718994,2.0995140075683594,8.520495414733887
49,2.1694488525390625,5e-05,2.1541543006896973,8.32050609588623,2.0892202854156494,2.073805570602417,7.72537088394165
50,1.810410499572754,5e-05,1.794904112815857,6.486531734466553,1.9850890636444092,1.9694653749465942,7.710978984832764
51,1.9517714977264404,5e-05,1.9359947443008423,7.124231338500977,1.8781085014343262,1.862168312072754,6.563966751098633
52,1.78207528591156,5e-05,1.7660331726074219,6.309967517852783,1.8139530420303345,1.7978408336639404,6.625417232513428
53,1.908811330795288,2.5e-05,1.89266836643219,6.929870128631592,1.9195016622543335,1.9033405780792236,6.917684555053711
54,1.9655300378799438,2.5e-05,1.949357271194458,7.183402061462402,1.9581966400146484,1.9420207738876343,7.192265510559082
55,2.246591567993164,2.5e-05,2.2304039001464844,8.483128547668457,2.174260139465332,2.1580703258514404,8.925652503967285
56,2.215104103088379,2.5e-05,2.198903799057007,8.455885887145996,2.084524393081665,2.0683085918426514,8.60648250579834
57,2.1759510040283203,2.5e-05,2.159710645675659,8.3161039352417,2.3524866104125977,2.3362157344818115,9.862726211547852
58,2.284719228744507,1.25e-05,2.268429756164551,9.272930145263672,1.955610990524292,1.9393060207366943,7.428083896636963
59,2.2291347980499268,1.25e-05,2.2128124237060547,8.847360610961914,1.890281319618225,1.8739371299743652,7.119035720825195
60,1.9939961433410645,1.25e-05,1.9776290655136108,7.745441913604736,1.7689192295074463,1.752539873123169,6.243471622467041
61,1.7412879467010498,1.25e-05,1.7248930931091309,6.342833042144775,1.8206466436386108,1.8042311668395996,6.483975410461426
62,1.8049007654190063,1.25e-05,1.788468837738037,6.495908260345459,1.732853889465332,1.7164055109024048,6.190395832061768
63,1.7318967580795288,1.25e-05,1.7154326438903809,6.265200614929199,1.840841293334961,1.8243579864501953,6.633421421051025
64,1.8242638111114502,1.25e-05,1.807766079902649,6.557507038116455,1.742161512374878,1.7256553173065186,6.175870895385742
65,1.727782130241394,1.25e-05,1.711263656616211,6.231860160827637,1.8496427536010742,1.8331092596054077,6.650074481964111
66,1.8088061809539795,1.25e-05,1.7922590970993042,6.498112201690674,1.7282034158706665,1.7116488218307495,6.05867862701416
67,1.7076984643936157,1.25e-05,1.6911308765411377,6.133255958557129,1.8006465435028076,1.784063696861267,6.350578308105469
68,1.7883085012435913,1.25e-05,1.771713137626648,6.389364719390869,1.7486869096755981,1.732087254524231,6.1936116218566895
69,1.7076667547225952,1.25e-05,1.6910563707351685,6.148706436157227,1.823457956314087,1.8068346977233887,6.500664234161377
70,1.772316813468933,1.25e-05,1.7556815147399902,6.349925994873047,1.7177069187164307,1.7010643482208252,6.003756999969482
71,1.684051752090454,1.25e-05,1.6673972606658936,6.004091739654541,1.7710213661193848,1.75435471534729,6.1225080490112305
72,1.726646900177002,1.25e-05,1.7099682092666626,6.126613616943359,1.7313306331634521,1.7146415710449219,6.101794719696045
73,1.6533336639404297,1.25e-05,1.6366322040557861,5.898445129394531,1.7260353565216064,1.7093219757080078,5.928121566772461
74,1.6729148626327515,1.25e-05,1.656193494796753,5.889509201049805,1.7684075832366943,1.7516751289367676,6.196569442749023
75,1.6250250339508057,1.25e-05,1.6082763671875,5.73117733001709,1.6938097476959229,1.677046537399292,5.7619709968566895
76,1.619370698928833,1.25e-05,1.602599024772644,5.65773868560791,1.756704330444336,1.739923357963562,6.166518211364746
77,1.592498779296875,1.25e-05,1.5757060050964355,5.582515239715576,1.696366310119629,1.6795598268508911,5.798018932342529
78,1.6227020025253296,1.25e-05,1.6058883666992188,5.665868282318115,1.763495683670044,1.7466721534729004,6.245843887329102
79,1.5887504816055298,1.25e-05,1.5719175338745117,5.549637317657471,1.7477235794067383,1.7308788299560547,6.091977119445801
80,1.6681452989578247,1.25e-05,1.651294231414795,5.887617588043213,1.7993232011795044,1.782462477684021,6.439709663391113
81,1.984221339225769,6.25e-06,1.9673517942428589,7.238031387329102,1.773468017578125,1.7566003799438477,5.843236923217773
82,1.6302061080932617,6.25e-06,1.6133458614349365,5.454355716705322,1.7094398736953735,1.6925830841064453,5.4885101318359375
83,1.7332738637924194,6.25e-06,1.7164181470870972,5.958032608032227,1.6803632974624634,1.663513422012329,5.61625862121582
84,1.578822135925293,6.25e-06,1.561975359916687,5.348193645477295,1.719132661819458,1.702286720275879,5.610602378845215
85,1.7912009954452515,6.25e-06,1.7743537425994873,6.260980606079102,1.6634763479232788,1.6466337442398071,5.580815315246582
86,1.6154789924621582,6.25e-06,1.5986387729644775,5.493037700653076,1.736332654953003,1.7194900512695312,5.7147650718688965
87,1.789595365524292,6.25e-06,1.7727500200271606,6.268799304962158,1.6685715913772583,1.651729702949524,5.620337963104248
88,1.6070243120193481,6.25e-06,1.5901837348937988,5.508640766143799,1.7545887231826782,1.737744927406311,5.818267822265625
89,1.7883367538452148,6.25e-06,1.7714898586273193,6.284252643585205,1.6802830696105957,1.6634390354156494,5.653015613555908
90,1.5978527069091797,6.25e-06,1.5810099840164185,5.496353626251221,1.7449640035629272,1.7281172275543213,5.829533576965332
91,1.7692492008209229,3.125e-06,1.7524007558822632,6.155720233917236,2.7934749126434326,2.7766265869140625,11.805919647216797
92,2.0317561626434326,3.125e-06,2.014911651611328,8.118912696838379,2.7422847747802734,2.72544264793396,11.994144439697266
93,2.126324415206909,3.125e-06,2.1094861030578613,8.294437408447266,3.2892708778381348,3.2724339962005615,16.044153213500977
94,2.3043999671936035,3.125e-06,2.287569046020508,9.410196304321289,3.723557233810425,3.70672869682312,19.450483322143555
95,2.389862298965454,3.125e-06,2.373037099838257,9.87557601928711,3.741607904434204,3.7247838973999023,19.47701644897461
96,2.6749765872955322,1.5625e-06,2.658155679702759,11.143715858459473,1.9083670377731323,1.8915454149246216,6.536370754241943
97,1.9369148015975952,1.5625e-06,1.9200929403305054,6.8366804122924805,1.7278515100479126,1.7110306024551392,5.685657024383545
98,1.7433466911315918,1.5625e-06,1.7265263795852661,5.953459739685059,1.625793695449829,1.608973503112793,5.296262264251709
99,1.6258333921432495,1.5625e-06,1.6090139150619507,5.504144668579102,1.6599363088607788,1.6431162357330322,5.469231128692627
100,1.596492052078247,1.5625e-06,1.5796723365783691,5.448599815368652,1.7618310451507568,1.7450116872787476,5.863354206085205
101,1.600733757019043,1.5625e-06,1.5839143991470337,5.486774921417236,1.8514404296875,1.8346208333969116,6.230774402618408
102,1.6162718534469604,1.5625e-06,1.599452257156372,5.547059059143066,1.8801944255828857,1.8633750677108765,6.35260534286499
103,1.6135965585708618,1.5625e-06,1.5967772006988525,5.545504570007324,1.8561115264892578,1.8392921686172485,6.233342170715332
104,1.6261924505233765,1e-06,1.609373688697815,5.544278621673584,1.5918645858764648,1.5750458240509033,5.158561706542969
105,1.5720359086990356,1e-06,1.5552172660827637,5.276339054107666,1.5172839164733887,1.500464916229248,4.914263725280762
106,1.5215833187103271,1e-06,1.504764437675476,5.100576400756836,1.5071815252304077,1.4903626441955566,4.890433311462402
107,1.4975759983062744,1e-06,1.4807571172714233,5.033143043518066,1.5367025136947632,1.519883394241333,4.987968444824219
108,1.5012333393096924,1e-06,1.4844146966934204,5.057634353637695,1.5616021156311035,1.5447828769683838,5.070283889770508
109,1.505267858505249,1e-06,1.4884487390518188,5.078841686248779,1.5643702745437622,1.547550916671753,5.082693576812744
110,1.5029834508895874,1e-06,1.4861648082733154,5.075676441192627,1.554663896560669,1.5378446578979492,5.044599533081055
111,1.4960098266601562,1e-06,1.4791909456253052,5.049450874328613,1.550720453262329,1.533901333808899,5.0289177894592285
112,1.4904088973999023,1e-06,1.4735900163650513,5.032185077667236,1.5536372661590576,1.5368181467056274,5.034416198730469
113,1.4867714643478394,1e-06,1.4699524641036987,5.020317077636719,1.5585497617721558,1.5417308807373047,5.049109935760498
114,1.4841351509094238,1e-06,1.4673166275024414,5.014001846313477,1.5573350191116333,1.5405164957046509,5.039836883544922
115,1.479688048362732,1e-06,1.46286940574646,4.997285842895508,1.5605037212371826,1.5436851978302002,5.0467848777771
116,1.478110432624817,1e-06,1.4612923860549927,4.990559101104736,1.5646419525146484,1.5478239059448242,5.058944225311279
117,1.4756475687026978,1e-06,1.4588291645050049,4.983891010284424,1.5657755136489868,1.5489574670791626,5.059747219085693
118,1.4739172458648682,1e-06,1.4570990800857544,4.9770731925964355,1.5705087184906006,1.553691029548645,5.0738677978515625
119,1.4718672037124634,1e-06,1.4550496339797974,4.9717912673950195,1.572238802909851,1.5554213523864746,5.074362754821777
120,1.4708613157272339,1e-06,1.4540443420410156,4.966557025909424,1.5725797414779663,1.5557624101638794,5.078248977661133
121,1.4680119752883911,1e-06,1.4511951208114624,4.956835746765137,1.572588562965393,1.5557715892791748,5.071138381958008
122,1.465245008468628,1e-06,1.4484283924102783,4.946724891662598,1.5787485837936401,1.56193208694458,5.08860445022583
123,1.464285969734192,1e-06,1.4474695920944214,4.943704128265381,1.5854156017303467,1.5685992240905762,5.114441871643066
124,1.4646356105804443,1e-06,1.447819709777832,4.9457292556762695,1.5846633911132812,1.5678472518920898,5.110376358032227
125,1.4612449407577515,1e-06,1.4444290399551392,4.932613372802734,1.5830440521240234,1.5662281513214111,5.099825859069824
126,1.4598289728164673,1e-06,1.4430131912231445,4.923839092254639,1.5912601947784424,1.5744446516036987,5.131174087524414
127,1.458703637123108,1e-06,1.4418882131576538,4.926569938659668,1.5891941785812378,1.5723788738250732,5.112807273864746
128,1.457642912864685,1e-06,1.4408278465270996,4.912416934967041,1.603733777999878,1.586918592453003,5.1705474853515625
129,1.4584643840789795,1e-06,1.441649079322815,4.924962997436523,1.598585605621338,1.5817707777023315,5.146352767944336
130,1.4540835618972778,1e-06,1.4372683763504028,4.911863803863525,1.5914628505706787,1.574648380279541,5.116256237030029
131,1.4532067775726318,1e-06,1.4363923072814941,4.895644664764404,1.5968550443649292,1.580040693283081,5.147101879119873
132,1.4502475261688232,1e-06,1.4334336519241333,4.901646137237549,1.5975730419158936,1.5807591676712036,5.130410194396973
133,1.4514223337173462,1e-06,1.4346085786819458,4.892495155334473,1.5976152420043945,1.5808014869689941,5.145672798156738
134,1.4473005533218384,1e-06,1.4304871559143066,4.887765884399414,1.6019824743270874,1.5851688385009766,5.14751672744751
135,1.4463948011398315,1e-06,1.4295814037322998,4.877294063568115,1.6018427610397339,1.5850294828414917,5.152859210968018
136,1.445588231086731,1e-06,1.4287753105163574,4.876514434814453,1.6118825674057007,1.5950692892074585,5.189944744110107
137,1.4452579021453857,1e-06,1.4284451007843018,4.878227233886719,1.6109464168548584,1.5941336154937744,5.17856502532959
138,1.4446132183074951,1e-06,1.4278008937835693,4.875466346740723,1.6070424318313599,1.590229868888855,5.167978763580322
139,1.4408478736877441,1e-06,1.424035668373108,4.86303186416626,1.611336588859558,1.5945242643356323,5.177367210388184
140,1.442105770111084,1e-06,1.4252941608428955,4.864436626434326,1.6162736415863037,1.5994619131088257,5.199796676635742
141,1.4391767978668213,1e-06,1.422365427017212,4.858008861541748,1.6215206384658813,1.604709267616272,5.211018085479736
142,1.441100001335144,1e-06,1.4242885112762451,4.8672966957092285,1.614161491394043,1.5973504781723022,5.190243721008301
143,1.435503363609314,1e-06,1.4186925888061523,4.844984531402588,1.6194664239883423,1.6026556491851807,5.198131561279297
144,1.4372557401657104,1e-06,1.4204450845718384,4.849149703979492,1.612365484237671,1.5955551862716675,5.182290077209473
145,1.4321037530899048,1e-06,1.41529381275177,4.834413051605225,1.6158777475357056,1.5990673303604126,5.186402797698975
146,1.4331523180007935,1e-06,1.4163424968719482,4.835657596588135,1.6129497289657593,1.596139907836914,5.178350925445557
147,1.4297734498977661,1e-06,1.4129639863967896,4.824960708618164,1.6097540855407715,1.5929445028305054,5.165306091308594
148,1.4292980432510376,1e-06,1.412488579750061,4.81967830657959,1.6189707517623901,1.6021614074707031,5.20242977142334
149,1.4272165298461914,1e-06,1.4104076623916626,4.821421146392822,1.6210943460464478,1.6042851209640503,5.202144622802734
150,1.427860975265503,1e-06,1.4110524654388428,4.822852611541748,1.6228268146514893,1.606018304824829,5.213467121124268
151,1.4260956048965454,1e-06,1.4092870950698853,4.814457416534424,1.6254985332489014,1.6086900234222412,5.21668815612793
152,1.425163745880127,1e-06,1.4083558320999146,4.813608646392822,1.6208018064498901,1.603993535041809,5.200103759765625
153,1.422933578491211,1e-06,1.406125783920288,4.7999396324157715,1.6241118907928467,1.6073042154312134,5.210565090179443
154,1.4216309785842896,1e-06,1.4048234224319458,4.802992343902588,1.6223009824752808,1.605493426322937,5.202535629272461
155,1.4208965301513672,1e-06,1.404089331626892,4.794015407562256,1.6292647123336792,1.612457513809204,5.223974704742432
156,1.4203883409500122,1e-06,1.4035816192626953,4.796481609344482,1.6259599924087524,1.6091527938842773,5.2149786949157715
157,1.4186245203018188,1e-06,1.4018179178237915,4.792423248291016,1.6289832592010498,1.612176537513733,5.220246315002441
158,1.4201079607009888,1e-06,1.4033018350601196,4.7881340980529785,1.632270097732544,1.6154636144638062,5.240008354187012
159,1.4153618812561035,1e-06,1.3985557556152344,4.785105228424072,1.6282329559326172,1.6114269495010376,5.208159923553467
160,1.4197032451629639,1e-06,1.4028974771499634,4.7817816734313965,1.6237514019012451,1.606945514678955,5.214455604553223
161,1.410241723060608,1e-06,1.3934364318847656,4.774764060974121,1.628924012184143,1.6121183633804321,5.198979377746582
162,1.4188481569290161,1e-06,1.4020425081253052,4.770927429199219,1.6149040460586548,1.5980985164642334,5.184647083282471
163,1.406225323677063,1e-06,1.3894201517105103,4.74891996383667,1.6275712251663208,1.610766053199768,5.192947864532471
164,1.4140933752059937,1e-06,1.3972885608673096,4.764625549316406,1.609304666519165,1.5924999713897705,5.153569221496582
165,1.4023430347442627,1e-06,1.3855388164520264,4.738039493560791,1.6248794794082642,1.6080749034881592,5.185660362243652
166,1.4097806215286255,1e-06,1.3929764032363892,4.753854751586914,1.6132328510284424,1.5964291095733643,5.164088249206543
167,1.4003734588623047,1e-06,1.3835698366165161,4.726564884185791,1.6259845495224,1.6091810464859009,5.187440872192383
168,1.4052797555923462,1e-06,1.3884763717651367,4.736372470855713,1.6200966835021973,1.6032934188842773,5.185625076293945
169,1.3990968465805054,1e-06,1.3822938203811646,4.726049900054932,1.6178042888641357,1.6010011434555054,5.15815544128418
170,1.4036563634872437,1e-06,1.3868533372879028,4.724893093109131,1.610405683517456,1.5936026573181152,5.153377532958984
171,1.395631194114685,1e-06,1.378828763961792,4.711361408233643,1.6157304048538208,1.5989277362823486,5.14204216003418
172,1.4035297632217407,1e-06,1.386726975440979,4.720005512237549,1.6068154573440552,1.5900131464004517,5.1430792808532715
173,1.391911268234253,1e-06,1.3751089572906494,4.699349403381348,1.6254802942276,1.6086777448654175,5.176353931427002
174,1.4021629095077515,1e-06,1.3853609561920166,4.718395233154297,1.6032899618148804,1.5864880084991455,5.125753402709961
175,1.3891854286193848,1e-06,1.3723840713500977,4.687352657318115,1.6219077110290527,1.6051061153411865,5.160503387451172
176,1.3972288370132446,1e-06,1.3804274797439575,4.697394847869873,1.6074386835098267,1.5906373262405396,5.134461879730225
177,1.386795997619629,1e-06,1.3699951171875,4.680624008178711,1.6164480447769165,1.5996469259262085,5.142583847045898
178,1.3949679136276245,1e-06,1.3781671524047852,4.696694850921631,1.6086764335632324,1.5918755531311035,5.135232448577881
179,1.384466528892517,1e-06,1.367666482925415,4.67250394821167,1.6121817827224731,1.5953811407089233,5.125467777252197
180,1.3913671970367432,1e-06,1.3745664358139038,4.68049430847168,1.6090830564498901,1.5922825336456299,5.133368492126465
181,1.3826345205307007,1e-06,1.365834355354309,4.660056114196777,1.6139106750488281,1.597110390663147,5.127145290374756
182,1.3925061225891113,1e-06,1.3757061958312988,4.675648212432861,1.6057847738265991,1.588984727859497,5.125860691070557
183,1.3798757791519165,1e-06,1.3630765676498413,4.65647554397583,1.616843581199646,1.6000443696975708,5.130654811859131
184,1.3886404037475586,1e-06,1.3718408346176147,4.669980525970459,1.596756100654602,1.5799566507339478,5.089559555053711
185,1.3764123916625977,1e-06,1.3596137762069702,4.640387535095215,1.6091625690460205,1.5923635959625244,5.106667518615723
186,1.3814114332199097,1e-06,1.3646128177642822,4.647418022155762,1.5953729152679443,1.5785740613937378,5.0753984451293945
187,1.3745571374893188,1e-06,1.357758641242981,4.633001804351807,1.6072468757629395,1.590448260307312,5.101400852203369
188,1.3801302909851074,1e-06,1.3633320331573486,4.642409324645996,1.59308922290802,1.5762912034988403,5.067336082458496
189,1.3714852333068848,1e-06,1.3546874523162842,4.627983570098877,1.609470009803772,1.5926717519760132,5.104421138763428
190,1.3792643547058105,1e-06,1.3624666929244995,4.639066219329834,1.5997276306152344,1.5829298496246338,5.092959880828857
191,1.3695122003555298,1e-06,1.3527147769927979,4.616368770599365,1.6098986864089966,1.5931012630462646,5.1083784103393555
192,1.3782018423080444,1e-06,1.3614044189453125,4.6352620124816895,1.598037838935852,1.5812406539916992,5.083403587341309
193,1.3676164150238037,1e-06,1.350819706916809,4.6087965965271,1.6147516965866089,1.597955346107483,5.121077060699463
194,1.3773388862609863,1e-06,1.3605422973632812,4.627106666564941,1.6029162406921387,1.5861197710037231,5.099876880645752
195,1.3670601844787598,1e-06,1.3502646684646606,4.606731414794922,1.6102772951126099,1.5934810638427734,5.102506637573242
196,1.3757402896881104,1e-06,1.3589441776275635,4.616353511810303,1.5968326330184937,1.5800366401672363,5.077061176300049
197,1.36409592628479,1e-06,1.3473000526428223,4.597698211669922,1.6094218492507935,1.5926264524459839,5.097344875335693
198,1.3739516735076904,1e-06,1.3571562767028809,4.6148600578308105,1.59656822681427,1.579772710800171,5.076201438903809
199,1.363052487373352,1e-06,1.3462576866149902,4.592679500579834,1.6121519804000854,1.5953571796417236,5.102708339691162
200,1.369515299797058,1e-06,1.3527204990386963,4.607748031616211,1.5897177457809448,1.572922945022583,5.0429253578186035
201,1.3590905666351318,1e-06,1.3422962427139282,4.575649261474609,1.5985909700393677,1.5817965269088745,5.058065414428711
202,1.3641350269317627,1e-06,1.3473408222198486,4.58485221862793,1.5881364345550537,1.5713422298431396,5.033388614654541
203,1.3566704988479614,1e-06,1.3398768901824951,4.567300319671631,1.6013188362121582,1.5845248699188232,5.060296058654785
204,1.3629039525985718,1e-06,1.3461099863052368,4.580538749694824,1.5850279331207275,1.5682340860366821,5.024094581604004
205,1.3553054332733154,1e-06,1.3385120630264282,4.564603805541992,1.5986498594284058,1.5818564891815186,5.053863048553467
206,1.363425850868225,1e-06,1.346632480621338,4.576879024505615,1.5821144580841064,1.5653212070465088,5.015581130981445
207,1.3523995876312256,1e-06,1.3356070518493652,4.550600528717041,1.600227952003479,1.58343505859375,5.058310508728027
208,1.362260103225708,1e-06,1.3454676866531372,4.573325157165527,1.5821166038513184,1.5653237104415894,5.013591766357422
209,1.3502999544143677,1e-06,1.3335076570510864,4.5441436767578125,1.6026946306228638,1.5859023332595825,5.061311721801758
210,1.3612024784088135,1e-06,1.3444103002548218,4.565845966339111,1.5824273824691772,1.565635085105896,5.019305229187012
211,1.3486580848693848,1e-06,1.3318665027618408,4.544092655181885,1.6018915176391602,1.585099697113037,5.0593366622924805
212,1.3612009286880493,1e-06,1.3444093465805054,4.563693046569824,1.5782772302627563,1.5614854097366333,5.001889228820801
213,1.3459141254425049,1e-06,1.3291230201721191,4.5280375480651855,1.6040089130401611,1.5872174501419067,5.062424182891846
214,1.3577601909637451,1e-06,1.3409687280654907,4.556246280670166,1.579654574394226,1.5628634691238403,4.998029708862305
215,1.3449620008468628,1e-06,1.3281712532043457,4.524762153625488,1.5942833423614502,1.577492117881775,5.029047012329102
216,1.352671504020691,1e-06,1.3358805179595947,4.538836479187012,1.5782800912857056,1.5614891052246094,4.988631248474121
217,1.344195008277893,1e-06,1.327404260635376,4.523025035858154,1.5948151350021362,1.5780242681503296,5.02332878112793
218,1.351204752922058,1e-06,1.3344138860702515,4.535485744476318,1.5724842548370361,1.55569326877594,4.967984676361084
219,1.3413121700286865,1e-06,1.3245216608047485,4.5132155418396,1.5879567861557007,1.5711666345596313,5.000547409057617
220,1.3460439443588257,1e-06,1.3292536735534668,4.5142059326171875,1.574474811553955,1.557684302330017,4.9669084548950195
221,1.338142991065979,1e-06,1.3213527202606201,4.500041484832764,1.5886614322662354,1.571871280670166,5.005057334899902
222,1.3463448286056519,1e-06,1.3295546770095825,4.519326210021973,1.567383050918579,1.5505927801132202,4.94871711730957
223,1.3377726078033447,1e-06,1.320982813835144,4.49854850769043,1.5776917934417725,1.5609016418457031,4.960696220397949
224,1.3402000665664673,1e-06,1.3234102725982666,4.491969585418701,1.5715411901474,1.5547512769699097,4.957962512969971
225,1.3356139659881592,1e-06,1.3188246488571167,4.489663600921631,1.5781748294830322,1.5613853931427002,4.961035251617432
226,1.339646577835083,1e-06,1.32285737991333,4.493760108947754,1.5655384063720703,1.5487489700317383,4.9340691566467285
227,1.3315787315368652,1e-06,1.3147896528244019,4.478244304656982,1.5819364786148071,1.5651473999023438,4.970223903656006
228,1.3409868478775024,1e-06,1.3241980075836182,4.48703145980835,1.5610705614089966,1.5442819595336914,4.920223236083984
229,1.3306422233581543,1e-06,1.3138536214828491,4.470414638519287,1.5791339874267578,1.5623458623886108,4.957507133483887
230,1.337660551071167,1e-06,1.3208719491958618,4.48477029800415,1.5586237907409668,1.5418355464935303,4.916813850402832
231,1.3299849033355713,1e-06,1.3131972551345825,4.467087268829346,1.5816256999969482,1.5648376941680908,4.965104103088379
232,1.3382264375686646,1e-06,1.3214385509490967,4.4746880531311035,1.567153811454773,1.5503658056259155,4.940621376037598
233,1.328574538230896,1e-06,1.3117876052856445,4.461723327636719,1.5857689380645752,1.568981647491455,4.983375549316406
234,1.3363306522369385,1e-06,1.3195439577102661,4.475507736206055,1.5649958848953247,1.5482087135314941,4.92866325378418
235,1.3274562358856201,1e-06,1.3106697797775269,4.459686756134033,1.5808830261230469,1.564096450805664,4.963712692260742
236,1.3330276012420654,1e-06,1.3162411451339722,4.464725494384766,1.5671911239624023,1.5504043102264404,4.9374003410339355
